Name,Family,Infraorder,Suborder,Order,Informal,Avialae,Taxon Size,Diet,Max MYA,Min MYA,Lifespan (MYA),Early Age,Late Age,Early Period,Late Period
Mymoorapelta,Nodosauridae,Ankylosauria,Thyreophora,Ornithischia,False,False,1,Herbivore,154.8,145.0,9.800000000000011,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic
Niobrarasaurus,Nodosauridae,Ankylosauria,Thyreophora,Ornithischia,False,False,1,Herbivore,89.8,83.6,6.200000000000003,Coniacian,Santonian,Upper Cretaceous,Upper Cretaceous
Nodosaurus,Nodosauridae,Ankylosauria,Thyreophora,Ornithischia,False,False,1,Herbivore,100.5,66.0,34.5,Cenomanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Panoplosaurus,Nodosauridae,Ankylosauria,Thyreophora,Ornithischia,False,False,2,Herbivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Patagopelta,,Ankylosauria,Thyreophora,Ornithischia,False,False,1,Herbivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Pawpawsaurus,Nodosauridae,Ankylosauria,Thyreophora,Ornithischia,False,False,1,Herbivore,106.2,100.5,5.700000000000003,Albian,Albian,Lower Cretaceous,Lower Cretaceous
Peloroplites,Nodosauridae,Ankylosauria,Thyreophora,Ornithischia,False,False,1,Herbivore,121.4,100.5,20.900000000000006,Aptian,Albian,Lower Cretaceous,Lower Cretaceous
Polacanthus,Nodosauridae,Ankylosauria,Thyreophora,Ornithischia,False,False,2,Herbivore,140.6,100.5,40.099999999999994,Berriasian,Albian,Lower Cretaceous,Lower Cretaceous
Propanoplosaurus,Nodosauridae,Ankylosauria,Thyreophora,Ornithischia,False,False,1,Herbivore,119.5,113.0,6.5,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Sauropelta,Nodosauridae,Ankylosauria,Thyreophora,Ornithischia,False,False,1,Herbivore,121.4,93.9,27.5,Aptian,Cenomanian,Lower Cretaceous,Upper Cretaceous
Sauroplites,,Ankylosauria,Thyreophora,Ornithischia,False,False,1,Herbivore,121.4,113.0,8.400000000000006,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Silvisaurus,Nodosauridae,Ankylosauria,Thyreophora,Ornithischia,False,False,1,Herbivore,106.2,100.5,5.700000000000003,Albian,Albian,Lower Cretaceous,Lower Cretaceous
Stegopelta,Nodosauridae,Ankylosauria,Thyreophora,Ornithischia,False,False,1,Herbivore,100.5,93.9,6.599999999999994,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous
Struthiosaurus,Nodosauridae,Ankylosauria,Thyreophora,Ornithischia,False,False,3,Herbivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Taohelong,Nodosauridae,Ankylosauria,Thyreophora,Ornithischia,False,False,1,Herbivore,125.77,113.0,12.769999999999996,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Tatankacephalus,Nodosauridae,Ankylosauria,Thyreophora,Ornithischia,False,False,1,Herbivore,113.0,100.5,12.5,Albian,Albian,Lower Cretaceous,Lower Cretaceous
Texasetes,Nodosauridae,Ankylosauria,Thyreophora,Ornithischia,False,False,1,Herbivore,106.2,100.5,5.700000000000003,Albian,Albian,Lower Cretaceous,Lower Cretaceous
Dracopelta,,Ankylosauria,Thyreophora,Ornithischia,False,False,1,Herbivore,146.3,145.0,1.3000000000000114,Tithonian,Tithonian,Upper Jurassic,Upper Jurassic
Kunbarrasaurus,,Ankylosauria,Thyreophora,Ornithischia,False,False,1,Herbivore,106.2,100.5,5.700000000000003,Albian,Albian,Lower Cretaceous,Lower Cretaceous
Sarcolestes,,Ankylosauria,Thyreophora,Ornithischia,False,False,1,Herbivore,165.3,161.5,3.8000000000000114,Callovian,Callovian,Middle Jurassic,Middle Jurassic
Sinankylosaurus,,,,,False,False,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Spicomellus,,Ankylosauria,Thyreophora,Ornithischia,False,False,1,Herbivore,168.2,161.5,6.699999999999989,Bathonian,Callovian,Middle Jurassic,Middle Jurassic
Vectipelta,,Ankylosauria,Thyreophora,Ornithischia,False,False,1,Herbivore,140.6,139.8,0.799999999999983,Berriasian,Berriasian,Lower Cretaceous,Lower Cretaceous
Dacentrurus,Stegosauridae,Stegosauria,Thyreophora,Ornithischia,False,False,1,Herbivore,154.8,121.4,33.400000000000006,Kimmeridgian,Barremian,Upper Jurassic,Lower Cretaceous
Miragaia,Stegosauridae,Stegosauria,Thyreophora,Ornithischia,False,False,2,Herbivore,154.8,145.0,9.800000000000011,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic
Thyreosaurus,Stegosauridae,Stegosauria,Thyreophora,Ornithischia,False,False,1,Herbivore,168.2,161.5,6.699999999999989,Bathonian,Callovian,Middle Jurassic,Middle Jurassic
Chungkingosaurus,Huayangosauridae,Stegosauria,Thyreophora,Ornithischia,False,False,1,Herbivore,168.2,161.5,6.699999999999989,Bathonian,Callovian,Middle Jurassic,Middle Jurassic
Gigantspinosaurus,,Stegosauria,Thyreophora,Ornithischia,False,False,1,Herbivore,168.2,161.5,6.699999999999989,Bathonian,Callovian,Middle Jurassic,Middle Jurassic
Changdusaurus,Stegosauridae,,,,False,False,1,Herbivore,174.7,161.5,13.199999999999989,Aalenian,Callovian,Middle Jurassic,Middle Jurassic
Hesperosaurus,Stegosauridae,Stegosauria,Thyreophora,Ornithischia,False,False,1,Herbivore,157.9,145.0,12.900000000000006,Oxfordian,Tithonian,Upper Jurassic,Upper Jurassic
Jiangjunosaurus,Stegosauridae,Stegosauria,Thyreophora,Ornithischia,False,False,1,Herbivore,161.5,154.8,6.699999999999989,Oxfordian,Oxfordian,Upper Jurassic,Upper Jurassic
Lexovisaurus,,Stegosauria,Thyreophora,Ornithischia,False,False,0,Herbivore,165.3,154.8,10.5,Callovian,Oxfordian,Middle Jurassic,Upper Jurassic
Loricatosaurus,Stegosauridae,Stegosauria,Thyreophora,Ornithischia,False,False,1,Herbivore,165.3,161.5,3.8000000000000114,Callovian,Callovian,Middle Jurassic,Middle Jurassic
Mongolostegus,Stegosauridae,Stegosauria,Thyreophora,Ornithischia,False,False,1,Herbivore,121.4,100.5,20.900000000000006,Aptian,Albian,Lower Cretaceous,Lower Cretaceous
Stegosaurus,Stegosauridae,Stegosauria,Thyreophora,Ornithischia,False,False,8,Herbivore,161.5,93.9,67.6,Oxfordian,Cenomanian,Upper Jurassic,Upper Cretaceous
Yingshanosaurus,Stegosauridae,Stegosauria,Thyreophora,Ornithischia,False,False,1,Herbivore,168.2,161.5,6.699999999999989,Bathonian,Callovian,Middle Jurassic,Middle Jurassic
Adratiklit,Stegosauridae,Stegosauria,Thyreophora,Ornithischia,False,False,1,Herbivore,168.2,161.5,6.699999999999989,Bathonian,Callovian,Middle Jurassic,Middle Jurassic
Baiyinosaurus,,Stegosauria,Thyreophora,Ornithischia,False,False,1,Herbivore,168.2,165.3,2.8999999999999773,Bathonian,Bathonian,Middle Jurassic,Middle Jurassic
Bashanosaurus,,Stegosauria,Thyreophora,Ornithischia,False,False,1,Herbivore,168.2,161.5,6.699999999999989,Bathonian,Callovian,Middle Jurassic,Middle Jurassic
Huayangosaurus,,Stegosauria,Thyreophora,Ornithischia,False,False,1,Herbivore,170.9,154.8,16.099999999999994,Bajocian,Oxfordian,Middle Jurassic,Upper Jurassic
Isaberrysaura,,Stegosauria,Thyreophora,Ornithischia,False,False,1,Herbivore,170.9,168.6,2.3000000000000114,Bajocian,Bajocian,Middle Jurassic,Middle Jurassic
Kentrosaurus,Stegosauridae,Stegosauria,Thyreophora,Ornithischia,False,False,1,Herbivore,161.5,145.0,16.5,Oxfordian,Tithonian,Upper Jurassic,Upper Jurassic
Paranthodon,Stegosauridae,Stegosauria,Thyreophora,Ornithischia,False,False,1,Herbivore,145.0,132.6,12.400000000000006,Berriasian,Valanginian,Lower Cretaceous,Lower Cretaceous
Tuojiangosaurus,,Stegosauria,Thyreophora,Ornithischia,False,False,1,Herbivore,168.2,161.5,6.699999999999989,Bathonian,Callovian,Middle Jurassic,Middle Jurassic
Emausaurus,,,Thyreophora,Ornithischia,False,False,1,Herbivore,184.2,174.7,9.5,Toarcian,Toarcian,Lower Jurassic,Lower Jurassic
Jakapil,,,Thyreophora,Ornithischia,False,False,1,Herbivore,100.5,93.9,6.599999999999994,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous
Scelidosaurus,,,Thyreophora,Ornithischia,False,False,1,Herbivore,208.5,174.7,33.80000000000001,Rhaetian,Toarcian,Upper Triassic,Lower Jurassic
Scutellosaurus,,,Thyreophora,Ornithischia,False,False,1,Herbivore,201.4,184.2,17.200000000000017,Hettangian,Pliensbachian,Lower Jurassic,Lower Jurassic
Yuxisaurus,,,Thyreophora,Ornithischia,False,False,1,Herbivore,192.9,184.2,8.700000000000017,Pliensbachian,Pliensbachian,Lower Jurassic,Lower Jurassic
Agilisaurus,,,Neornithischia,Ornithischia,False,False,1,Herbivore,170.9,154.8,16.099999999999994,Bajocian,Oxfordian,Middle Jurassic,Upper Jurassic
Eocursor,,,,Ornithischia,False,False,1,Herbivore,201.4,192.9,8.5,Hettangian,Sinemurian,Lower Jurassic,Lower Jurassic
Hexinlusaurus,,,Neornithischia,Ornithischia,False,False,1,Herbivore,170.9,154.8,16.099999999999994,Bajocian,Oxfordian,Middle Jurassic,Upper Jurassic
Jeholosaurus,Jeholosauridae,,Neornithischia,Ornithischia,False,False,1,Herbivore,125.77,119.5,6.269999999999996,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Kulindapteryx,,,Neornithischia,Ornithischia,False,False,1,Herbivore,168.2,145.0,23.19999999999999,Bathonian,Tithonian,Middle Jurassic,Upper Jurassic
Albertadromeus,Thescelosauridae,,Neornithischia,Ornithischia,False,False,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Koreanosaurus,Thescelosauridae,,Neornithischia,Ornithischia,False,False,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Orodromeus,Thescelosauridae,,Neornithischia,Ornithischia,False,False,1,Herbivore,86.3,66.0,20.299999999999997,Santonian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Oryctodromeus,Thescelosauridae,,Neornithischia,Ornithischia,False,False,1,Herbivore,106.2,93.9,12.299999999999997,Albian,Cenomanian,Lower Cretaceous,Upper Cretaceous
Zephyrosaurus,Thescelosauridae,,Neornithischia,Ornithischia,False,False,1,Herbivore,121.4,93.9,27.5,Aptian,Cenomanian,Lower Cretaceous,Upper Cretaceous
Fona,Thescelosauridae,,Neornithischia,Ornithischia,False,False,1,Herbivore,100.5,93.9,6.599999999999994,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous
Nevadadromeus,Thescelosauridae,,Neornithischia,Ornithischia,False,False,1,Herbivore,100.5,93.9,6.599999999999994,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous
Notohypsilophodon,,Ornithopoda,Neornithischia,Ornithischia,False,False,1,Herbivore,100.5,89.8,10.700000000000003,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous
Parksosaurus,Thescelosauridae,,Neornithischia,Ornithischia,False,False,1,Herbivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Haya,Thescelosauridae,,Neornithischia,Ornithischia,False,False,1,Herbivore,86.3,72.1,14.200000000000003,Santonian,Campanian,Upper Cretaceous,Upper Cretaceous
Kulindadromeus,,,Neornithischia,Ornithischia,False,False,1,Herbivore,168.2,145.0,23.19999999999999,Bathonian,Tithonian,Middle Jurassic,Upper Jurassic
Minimocursor,,,Neornithischia,Ornithischia,False,False,1,Herbivore,149.2,139.8,9.399999999999977,Tithonian,Berriasian,Upper Jurassic,Lower Cretaceous
Sanxiasaurus,,,Neornithischia,Ornithischia,False,False,1,Herbivore,184.2,170.9,13.299999999999983,Toarcian,Aalenian,Lower Jurassic,Middle Jurassic
Yandusaurus,,,Neornithischia,Ornithischia,False,False,1,Herbivore,170.9,168.2,2.700000000000017,Bajocian,Bajocian,Middle Jurassic,Middle Jurassic
Gongbusaurus,,,Neornithischia,Ornithischia,False,False,2,Herbivore,168.2,154.8,13.399999999999977,Bathonian,Oxfordian,Middle Jurassic,Upper Jurassic
Xiaosaurus,,,Neornithischia,Ornithischia,False,False,1,Herbivore,170.9,154.8,16.099999999999994,Bajocian,Oxfordian,Middle Jurassic,Upper Jurassic
Abrictosaurus,Heterodontosauridae,,,Ornithischia,False,False,1,Herbivore,201.4,192.9,8.5,Hettangian,Sinemurian,Lower Jurassic,Lower Jurassic
Fruitadens,Heterodontosauridae,,,Ornithischia,False,False,1,Herbivore,149.2,145.0,4.199999999999989,Tithonian,Tithonian,Upper Jurassic,Upper Jurassic
Heterodontosaurus,Heterodontosauridae,,,Ornithischia,False,False,1,Herbivore,201.4,184.2,17.200000000000017,Hettangian,Pliensbachian,Lower Jurassic,Lower Jurassic
Lycorhinus,Heterodontosauridae,,,Ornithischia,False,False,2,Herbivore,201.4,184.2,17.200000000000017,Hettangian,Pliensbachian,Lower Jurassic,Lower Jurassic
Echinodon,Heterodontosauridae,,,Ornithischia,False,False,1,Herbivore,152.2,139.8,12.399999999999977,Kimmeridgian,Berriasian,Upper Jurassic,Lower Cretaceous
Manidens,Heterodontosauridae,,,Ornithischia,False,False,1,Herbivore,182.9,174.7,8.200000000000017,Toarcian,Toarcian,Lower Jurassic,Lower Jurassic
Pegomastax,Heterodontosauridae,,,Ornithischia,False,False,1,Herbivore,201.4,192.9,8.5,Hettangian,Sinemurian,Lower Jurassic,Lower Jurassic
Chilesaurus,,,,,False,False,1,Herbivore,149.2,145.0,4.199999999999989,Tithonian,Tithonian,Upper Jurassic,Upper Jurassic
Ferganocephale,,,,Ornithischia,False,False,1,Herbivore,165.3,161.5,3.8000000000000114,Callovian,Callovian,Middle Jurassic,Middle Jurassic
Laquintasaura,,,,Ornithischia,False,False,1,Herbivore,201.4,199.5,1.9000000000000057,Hettangian,Hettangian,Lower Jurassic,Lower Jurassic
Lesothosaurus,,,,Ornithischia,False,False,1,Herbivore,201.4,192.9,8.5,Hettangian,Sinemurian,Lower Jurassic,Lower Jurassic
Pisanosaurus,,,,Ornithischia,False,False,1,Herbivore,237.0,227.0,10.0,Carnian,Carnian,Upper Triassic,Upper Triassic
Gyposaurus,,,Sauropodomorpha,Saurischia,False,False,1,Herbivore,201.4,174.7,26.700000000000017,Hettangian,Toarcian,Lower Jurassic,Lower Jurassic
Gresslyosaurus,Plateosauridae,,Sauropodomorpha,Saurischia,False,False,1,Herbivore,227.0,201.4,25.599999999999994,Norian,Rhaetian,Upper Triassic,Upper Triassic
Yimenosaurus,Plateosauridae,,Sauropodomorpha,Saurischia,False,False,1,Herbivore,201.4,199.5,1.9000000000000057,Hettangian,Hettangian,Lower Jurassic,Lower Jurassic
Bagualosaurus,,,Sauropodomorpha,Saurischia,False,False,1,,237.0,208.5,28.5,Carnian,Norian,Upper Triassic,Upper Triassic
Eucnemesaurus,,,Sauropodomorpha,Saurischia,False,False,2,,227.0,201.4,25.599999999999994,Norian,Rhaetian,Upper Triassic,Upper Triassic
Riojasaurus,,,Sauropodomorpha,Saurischia,False,False,1,,227.0,208.5,18.5,Norian,Norian,Upper Triassic,Upper Triassic
Aardonyx,,,Sauropodomorpha,Saurischia,False,False,1,,201.4,192.9,8.5,Hettangian,Sinemurian,Lower Jurassic,Lower Jurassic
Blikanasaurus,Blikanasauridae,Sauropoda,Sauropodomorpha,Saurischia,False,False,1,,227.0,201.4,25.599999999999994,Norian,Rhaetian,Upper Triassic,Upper Triassic
Camelotia,Melanorosauridae,,Sauropodomorpha,Saurischia,False,False,1,,208.5,201.4,7.099999999999994,Rhaetian,Rhaetian,Upper Triassic,Upper Triassic
Gongxianosaurus,,Sauropoda,Sauropodomorpha,Saurischia,False,False,1,,184.2,174.7,9.5,Toarcian,Toarcian,Lower Jurassic,Lower Jurassic
Irisosaurus,,,Sauropodomorpha,Saurischia,False,False,1,,192.9,184.2,8.700000000000017,Pliensbachian,Pliensbachian,Lower Jurassic,Lower Jurassic
Jingshanosaurus,,,Sauropodomorpha,Saurischia,False,False,1,,201.4,199.5,1.9000000000000057,Hettangian,Hettangian,Lower Jurassic,Lower Jurassic
Ledumahadi,,Sauropoda,Sauropodomorpha,Saurischia,False,False,1,,201.4,192.9,8.5,Hettangian,Sinemurian,Lower Jurassic,Lower Jurassic
Leonerasaurus,,,Sauropodomorpha,Saurischia,False,False,1,,192.9,184.2,8.700000000000017,Pliensbachian,Pliensbachian,Lower Jurassic,Lower Jurassic
Melanorosaurus,Melanorosauridae,,Sauropodomorpha,Saurischia,False,False,1,,227.0,192.9,34.099999999999994,Norian,Sinemurian,Upper Triassic,Lower Jurassic
Meroktenos,,,Sauropodomorpha,Saurischia,False,False,1,,227.0,201.4,25.599999999999994,Norian,Rhaetian,Upper Triassic,Upper Triassic
Mussaurus,Mussauridae,,Sauropodomorpha,Saurischia,False,False,1,,199.5,192.9,6.599999999999994,Sinemurian,Sinemurian,Lower Jurassic,Lower Jurassic
Schleitheimia,,,Sauropodomorpha,Saurischia,False,False,1,,227.0,208.5,18.5,Norian,Norian,Upper Triassic,Upper Triassic
Sefapanosaurus,,,Sauropodomorpha,Saurischia,False,False,1,,227.0,199.5,27.5,Norian,Hettangian,Upper Triassic,Lower Jurassic
Seitaad,,,Sauropodomorpha,Saurischia,False,False,1,,192.9,174.7,18.200000000000017,Pliensbachian,Toarcian,Lower Jurassic,Lower Jurassic
Xingxiulong,,,Sauropodomorpha,Saurischia,False,False,1,,201.4,199.5,1.9000000000000057,Hettangian,Hettangian,Lower Jurassic,Lower Jurassic
Yizhousaurus,,,Sauropodomorpha,Saurischia,False,False,1,,199.5,192.9,6.599999999999994,Sinemurian,Sinemurian,Lower Jurassic,Lower Jurassic
Yunnanosaurus,,,Sauropodomorpha,Saurischia,False,False,3,,201.4,184.2,17.200000000000017,Hettangian,Pliensbachian,Lower Jurassic,Lower Jurassic
Adeopapposaurus,Massospondylidae,,Sauropodomorpha,Saurischia,False,False,1,,201.4,174.7,26.700000000000017,Hettangian,Toarcian,Lower Jurassic,Lower Jurassic
Coloradisaurus,Massospondylidae,,Sauropodomorpha,Saurischia,False,False,1,,227.0,208.5,18.5,Norian,Norian,Upper Triassic,Upper Triassic
Glacialisaurus,Massospondylidae,,Sauropodomorpha,Saurischia,False,False,1,,199.5,184.2,15.300000000000011,Sinemurian,Pliensbachian,Lower Jurassic,Lower Jurassic
Ignavusaurus,,,Sauropodomorpha,Saurischia,False,False,1,,201.4,192.9,8.5,Hettangian,Sinemurian,Lower Jurassic,Lower Jurassic
Leyesaurus,Massospondylidae,,Sauropodomorpha,Saurischia,False,False,1,,201.4,174.7,26.700000000000017,Hettangian,Toarcian,Lower Jurassic,Lower Jurassic
Lufengosaurus,Massospondylidae,,Sauropodomorpha,Saurischia,False,False,3,,201.4,168.2,33.20000000000002,Hettangian,Bajocian,Lower Jurassic,Middle Jurassic
Massospondylus,Massospondylidae,,Sauropodomorpha,Saurischia,False,False,3,,237.0,174.7,62.30000000000001,Carnian,Toarcian,Upper Triassic,Lower Jurassic
Ngwevu,Massospondylidae,,Sauropodomorpha,Saurischia,False,False,1,,201.4,192.9,8.5,Hettangian,Sinemurian,Lower Jurassic,Lower Jurassic
Pradhania,Massospondylidae,,Sauropodomorpha,Saurischia,False,False,1,,201.4,192.9,8.5,Hettangian,Sinemurian,Lower Jurassic,Lower Jurassic
Sarahsaurus,,,Sauropodomorpha,Saurischia,False,False,1,,199.5,184.2,15.300000000000011,Sinemurian,Pliensbachian,Lower Jurassic,Lower Jurassic
Anchisaurus,,,Sauropodomorpha,Saurischia,False,False,1,,201.4,192.9,8.5,Hettangian,Sinemurian,Lower Jurassic,Lower Jurassic
Musankwa,,,Sauropodomorpha,Saurischia,False,False,1,,237.0,208.5,28.5,Carnian,Norian,Upper Triassic,Upper Triassic
Tuebingosaurus,,,Sauropodomorpha,Saurischia,False,False,1,,227.0,208.5,18.5,Norian,Norian,Upper Triassic,Upper Triassic
Jaklapallisaurus,,,Sauropodomorpha,Saurischia,False,False,1,,227.0,201.4,25.599999999999994,Norian,Rhaetian,Upper Triassic,Upper Triassic
Macrocollum,,,Sauropodomorpha,Saurischia,False,False,1,,227.0,208.5,18.5,Norian,Norian,Upper Triassic,Upper Triassic
Agnosphitys,Silesauridae,,,Ornithischia,False,False,1,,237.0,227.0,10.0,Carnian,Carnian,Upper Triassic,Upper Triassic
Guaibasaurus,Guaibasauridae,,Sauropodomorpha,Saurischia,False,False,1,,227.0,208.5,18.5,Norian,Norian,Upper Triassic,Upper Triassic
Issi,Plateosauridae,,Sauropodomorpha,Saurischia,False,False,1,,227.0,208.5,18.5,Norian,Norian,Upper Triassic,Upper Triassic
Plateosauravus,,,Sauropodomorpha,Saurischia,False,False,1,,227.0,201.4,25.599999999999994,Norian,Rhaetian,Upper Triassic,Upper Triassic
Plateosaurus,Plateosauridae,,Sauropodomorpha,Saurischia,False,False,7,Herbivore,227.0,199.5,27.5,Norian,Hettangian,Upper Triassic,Lower Jurassic
Ruehleia,,,Sauropodomorpha,Saurischia,False,False,1,,227.0,208.5,18.5,Norian,Norian,Upper Triassic,Upper Triassic
Unaysaurus,,,Sauropodomorpha,Saurischia,False,False,1,,227.0,208.5,18.5,Norian,Norian,Upper Triassic,Upper Triassic
Xixiposaurus,,,Sauropodomorpha,Saurischia,False,False,1,,201.4,192.9,8.5,Hettangian,Sinemurian,Lower Jurassic,Lower Jurassic
Chromogisaurus,Saturnaliidae,,Sauropodomorpha,Saurischia,False,False,1,,237.0,227.0,10.0,Carnian,Carnian,Upper Triassic,Upper Triassic
Pampadromaeus,Saturnaliidae,,Sauropodomorpha,Saurischia,False,False,1,,237.0,208.5,28.5,Carnian,Norian,Upper Triassic,Upper Triassic
Panphagia,Saturnaliidae,,Sauropodomorpha,Saurischia,False,False,1,,237.0,227.0,10.0,Carnian,Carnian,Upper Triassic,Upper Triassic
Saturnalia,Saturnaliidae,,Sauropodomorpha,Saurischia,False,False,1,,237.0,208.5,28.5,Carnian,Norian,Upper Triassic,Upper Triassic
Arcusaurus,,,Sauropodomorpha,Saurischia,False,False,1,,201.4,192.9,8.5,Hettangian,Sinemurian,Lower Jurassic,Lower Jurassic
Asylosaurus,,,Sauropodomorpha,Saurischia,False,False,1,,208.5,201.4,7.099999999999994,Rhaetian,Rhaetian,Upper Triassic,Upper Triassic
Buriolestes,,,Sauropodomorpha,Saurischia,False,False,1,,237.0,227.0,10.0,Carnian,Carnian,Upper Triassic,Upper Triassic
Efraasia,,,Sauropodomorpha,Saurischia,False,False,1,,227.0,208.5,18.5,Norian,Norian,Upper Triassic,Upper Triassic
Eoraptor,,,Sauropodomorpha,Saurischia,False,False,1,,237.0,227.0,10.0,Carnian,Carnian,Upper Triassic,Upper Triassic
Kholumolumo,,,Sauropodomorpha,Saurischia,False,False,1,,227.0,208.5,18.5,Norian,Norian,Upper Triassic,Upper Triassic
Mbiresaurus,,,Sauropodomorpha,Saurischia,False,False,1,,237.0,227.0,10.0,Carnian,Carnian,Upper Triassic,Upper Triassic
Nambalia,,,Sauropodomorpha,Saurischia,False,False,1,,227.0,208.5,18.5,Norian,Norian,Upper Triassic,Upper Triassic
Pantydraco,,,Sauropodomorpha,Saurischia,False,False,1,,237.0,227.0,10.0,Carnian,Carnian,Upper Triassic,Upper Triassic
Qianlong,,,Sauropodomorpha,Saurischia,False,False,1,,199.5,192.9,6.599999999999994,Sinemurian,Sinemurian,Lower Jurassic,Lower Jurassic
Thecodontosaurus,Thecodontosauridae,,Sauropodomorpha,Saurischia,False,False,2,,247.2,192.9,54.29999999999998,Anisian,Sinemurian,Middle Triassic,Lower Jurassic
Abrosaurus,,Sauropoda,Sauropodomorpha,Saurischia,False,False,1,Herbivore,170.9,154.8,16.099999999999994,Bajocian,Oxfordian,Middle Jurassic,Upper Jurassic
Analong,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,False,False,1,Herbivore,170.9,168.2,2.700000000000017,Bajocian,Bajocian,Middle Jurassic,Middle Jurassic
Anhuilong,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,False,False,1,Herbivore,174.7,161.5,13.199999999999989,Aalenian,Callovian,Middle Jurassic,Middle Jurassic
Bellusaurus,,Sauropoda,Sauropodomorpha,Saurischia,False,False,1,Herbivore,161.5,154.8,6.699999999999989,Oxfordian,Oxfordian,Upper Jurassic,Upper Jurassic
Chuanjiesaurus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,False,False,1,Herbivore,170.9,168.2,2.700000000000017,Bajocian,Bajocian,Middle Jurassic,Middle Jurassic
Daanosaurus,,Sauropoda,Sauropodomorpha,Saurischia,False,False,1,Herbivore,154.8,145.0,9.800000000000011,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic
Eomamenchisaurus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,False,False,1,Herbivore,174.7,161.5,13.199999999999989,Aalenian,Callovian,Middle Jurassic,Middle Jurassic
Huangshanlong,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,False,False,1,Herbivore,174.7,161.5,13.199999999999989,Aalenian,Callovian,Middle Jurassic,Middle Jurassic
Hudiesaurus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,False,False,1,Herbivore,152.2,145.0,7.199999999999989,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic
Jingiella,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,False,False,1,Herbivore,154.8,149.2,5.600000000000023,Kimmeridgian,Kimmeridgian,Upper Jurassic,Upper Jurassic
Klamelisaurus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,False,False,1,Herbivore,165.3,161.5,3.8000000000000114,Callovian,Callovian,Middle Jurassic,Middle Jurassic
Mamenchisaurus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,False,False,7,Herbivore,168.2,113.0,55.19999999999999,Bathonian,Aptian,Middle Jurassic,Lower Cretaceous
Omeisaurus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,False,False,8,Herbivore,174.7,145.0,29.69999999999999,Aalenian,Tithonian,Middle Jurassic,Upper Jurassic
Qijianglong,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,False,False,1,Herbivore,161.5,145.0,16.5,Oxfordian,Tithonian,Upper Jurassic,Upper Jurassic
Rhomaleopakhus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,False,False,1,Herbivore,152.2,145.0,7.199999999999989,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic
Tonganosaurus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,False,False,1,Herbivore,201.4,174.7,26.700000000000017,Hettangian,Toarcian,Lower Jurassic,Lower Jurassic
Wamweracaudia,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,False,False,1,Herbivore,149.2,145.0,4.199999999999989,Tithonian,Tithonian,Upper Jurassic,Upper Jurassic
Xinjiangtitan,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,False,False,1,Herbivore,168.2,145.0,23.19999999999999,Bathonian,Tithonian,Middle Jurassic,Upper Jurassic
Yuanmousaurus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,False,False,1,Herbivore,174.7,161.5,13.199999999999989,Aalenian,Callovian,Middle Jurassic,Middle Jurassic
